inventory_id,pharmacy_id,medicine_id,quantity,status,updated_at
INV003652,PH0068,MED0369,127,AVAILABLE,2026-08-21 07:19:47
INV003653,PH0068,MED0056,128,AVAILABLE,2026-08-21 05:47:04
INV003654,PH0068,MED0463,304,AVAILABLE,2026-08-21 06:40:36
INV003655,PH0068,MED0219,184,AVAILABLE,2026-08-21 05:41:55
INV003656,PH0068,MED0051,283,AVAILABLE,2026-08-21 04:45:36
INV003657,PH0068,MED0202,264,AVAILABLE,2026-08-21 07:18:13
INV003658,PH0068,MED0335,189,AVAILABLE,2026-08-21 08:28:46
INV003659,PH0068,MED0193,47,AVAILABLE,2026-08-21 08:43:57
INV003660,PH0068,MED0003,301,AVAILABLE,2026-08-21 03:48:38
INV003661,PH0068,MED0125,278,AVAILABLE,2026-08-21 08:48:13
INV003662,PH0068,MED0024,100,AVAILABLE,2026-08-21 07:07:40
INV003663,PH0068,MED0423,321,AVAILABLE,2026-08-21 08:21:55
INV003664,PH0068,MED0474,82,AVAILABLE,2026-08-21 06:50:05
INV003665,PH0068,MED0303,104,AVAILABLE,2026-08-21 04:44:36
INV003666,PH0068,MED0165,133,AVAILABLE,2026-08-21 09:03:03
INV003667,PH0068,MED0059,281,AVAILABLE,2026-08-21 06:57:29
INV003668,PH0068,MED0207,24,AVAILABLE,2026-08-21 04:47:16
INV003669,PH0068,MED0252,161,AVAILABLE,2026-08-21 05:25:59
INV003670,PH0068,MED0013,244,AVAILABLE,2026-08-21 07:18:21
INV003671,PH0068,MED0482,351,AVAILABLE,2026-08-21 09:12:51
INV003672,PH0069,MED0241,266,AVAILABLE,2026-08-20 23:54:51
INV003673,PH0069,MED0512,267,AVAILABLE,2026-08-20 23:23:04
INV003674,PH0069,MED0016,254,AVAILABLE,2026-08-21 02:15:59
INV003675,PH0069,MED0470,84,AVAILABLE,2026-08-21 00:03:16
INV003676,PH0069,MED0229,348,AVAILABLE,2026-08-21 02:09:17
INV003677,PH0069,MED0335,277,AVAILABLE,2026-08-20 22:31:14
INV003678,PH0069,MED0363,373,AVAILABLE,2026-08-21 02:05:16
INV003679,PH0069,MED0026,320,AVAILABLE,2026-08-21 03:13:34
INV003680,PH0069,MED0077,100,AVAILABLE,2026-08-21 03:46:10
INV003681,PH0069,MED0219,37,AVAILABLE,2026-08-20 23:40:19
INV003682,PH0069,MED0434,322,AVAILABLE,2026-08-20 23:51:34
INV003683,PH0069,MED0082,349,AVAILABLE,2026-08-21 01:57:23
INV003684,PH0069,MED0201,333,AVAILABLE,2026-08-21 02:31:51
INV003685,PH0069,MED0290,71,AVAILABLE,2026-08-21 01:37:44
INV003686,PH0069,MED0103,255,AVAILABLE,2026-08-20 22:12:42
INV003687,PH0069,MED0271,294,AVAILABLE,2026-08-21 02:10:40
INV003688,PH0069,MED0401,313,AVAILABLE,2026-08-20 23:30:59
INV003689,PH0069,MED0384,316,AVAILABLE,2026-08-21 00:12:40
INV003690,PH0069,MED0095,74,AVAILABLE,2026-08-21 03:42:28
INV003691,PH0069,MED0188,28,AVAILABLE,2026-08-21 02:16:17
INV003692,PH0069,MED0409,19,LOW_STOCK,2026-08-21 01:13:36
INV003693,PH0069,MED0345,198,AVAILABLE,2026-08-21 02:24:00
INV003694,PH0069,MED0233,78,AVAILABLE,2026-08-20 22:32:44
INV003695,PH0069,MED0064,288,AVAILABLE,2026-08-20 23:16:20
INV003696,PH0069,MED0046,347,AVAILABLE,2026-08-21 00:22:51
INV003697,PH0069,MED0177,338,AVAILABLE,2026-08-21 00:13:17
INV003698,PH0069,MED0158,99,AVAILABLE,2026-08-20 23:29:40
INV003699,PH0069,MED0351,320,AVAILABLE,2026-08-21 02:35:52
INV003700,PH0069,MED0185,184,AVAILABLE,2026-08-21 02:48:35
INV003701,PH0069,MED0463,277,AVAILABLE,2026-08-20 22:44:38
INV003702,PH0069,MED0014,65,AVAILABLE,2026-08-21 02:07:15
INV003703,PH0069,MED0310,116,AVAILABLE,2026-08-21 02:16:23
INV003704,PH0069,MED0272,47,AVAILABLE,2026-08-21 00:12:44
INV003705,PH0069,MED0304,230,AVAILABLE,2026-08-21 02:21:10
INV003706,PH0069,MED0113,371,AVAILABLE,2026-08-21 03:06:08
INV003707,PH0069,MED0049,191,AVAILABLE,2026-08-20 22:37:08
INV003708,PH0069,MED0174,103,AVAILABLE,2026-08-21 04:03:03
INV003709,PH0069,MED0297,83,AVAILABLE,2026-08-20 23:05:14
INV003710,PH0069,MED0423,148,AVAILABLE,2026-08-20 23:18:44
INV003711,PH0069,MED0438,376,AVAILABLE,2026-08-21 03:03:10
INV003712,PH0069,MED0466,311,AVAILABLE,2026-08-21 02:21:48
INV003713,PH0069,MED0057,62,AVAILABLE,2026-08-20 23:33:57
INV003714,PH0069,MED0344,171,AVAILABLE,2026-08-21 02:41:46
INV003715,PH0069,MED0412,51,AVAILABLE,2026-08-20 22:33:38
INV003716,PH0069,MED0456,194,AVAILABLE,2026-08-20 23:04:16
INV003717,PH0069,MED0289,370,AVAILABLE,2026-08-21 03:46:22
INV003718,PH0069,MED0069,233,AVAILABLE,2026-08-21 03:45:58
INV003719,PH0069,MED0129,312,AVAILABLE,2026-08-21 00:55:03
INV003720,PH0069,MED0436,0,OUT_OF_STOCK,2026-08-21 00:36:07
INV003721,PH0069,MED0342,75,AVAILABLE,2026-08-21 01:43:24
INV003722,PH0069,MED0394,58,AVAILABLE,2026-08-21 02:30:43
INV003723,PH0069,MED0099,0,OUT_OF_STOCK,2026-08-21 03:00:23
INV003724,PH0069,MED0162,0,OUT_OF_STOCK,2026-08-21 00:16:18
INV003725,PH0069,MED0032,224,AVAILABLE,2026-08-21 03:39:58
INV003726,PH0069,MED0161,330,AVAILABLE,2026-08-21 02:02:45
INV003727,PH0070,MED0257,63,AVAILABLE,2026-08-18 19:58:29
INV003728,PH0070,MED0216,0,OUT_OF_STOCK,2026-08-18 22:24:59
INV003729,PH0070,MED0238,120,AVAILABLE,2026-08-18 20:32:20
INV003730,PH0070,MED0185,26,AVAILABLE,2026-08-18 22:18:16
INV003731,PH0070,MED0234,325,AVAILABLE,2026-08-18 18:20:48
INV003732,PH0070,MED0495,240,AVAILABLE,2026-08-18 18:58:03
INV003733,PH0070,MED0381,15,LOW_STOCK,2026-08-18 19:16:00
INV003734,PH0070,MED0409,211,AVAILABLE,2026-08-18 18:47:07
INV003735,PH0070,MED0425,309,AVAILABLE,2026-08-18 22:47:24
INV003736,PH0070,MED0084,397,AVAILABLE,2026-08-18 18:19:46
INV003737,PH0070,MED0017,107,AVAILABLE,2026-08-18 22:38:01
INV003738,PH0070,MED0007,79,AVAILABLE,2026-08-18 19:17:19
INV003739,PH0070,MED0048,164,AVAILABLE,2026-08-18 22:11:14
INV003740,PH0070,MED0188,331,AVAILABLE,2026-08-18 21:31:31
INV003741,PH0070,MED0162,76,AVAILABLE,2026-08-18 21:26:31
INV003742,PH0070,MED0433,0,OUT_OF_STOCK,2026-08-18 20:04:05
INV003743,PH0070,MED0420,380,AVAILABLE,2026-08-18 20:46:00
INV003744,PH0070,MED0258,117,AVAILABLE,2026-08-18 19:39:52
INV003745,PH0070,MED0456,106,AVAILABLE,2026-08-18 20:40:27
INV003746,PH0070,MED0259,81,AVAILABLE,2026-08-18 18:10:27
INV003747,PH0070,MED0261,0,OUT_OF_STOCK,2026-08-18 20:26:46
INV003748,PH0070,MED0497,0,OUT_OF_STOCK,2026-08-18 19:25:54
INV003749,PH0070,MED0349,174,AVAILABLE,2026-08-18 18:56:11
INV003750,PH0070,MED0498,277,AVAILABLE,2026-08-18 20:03:59
INV003751,PH0070,MED0233,226,AVAILABLE,2026-08-18 20:57:48
INV003752,PH0070,MED0402,57,AVAILABLE,2026-08-18 19:00:04
INV003753,PH0070,MED0304,115,AVAILABLE,2026-08-18 17:30:37
INV003754,PH0070,MED0474,146,AVAILABLE,2026-08-18 19:10:30
INV003755,PH0070,MED0380,362,AVAILABLE,2026-08-18 21:11:08
INV003756,PH0070,MED0249,72,AVAILABLE,2026-08-18 17:40:07
INV003757,PH0070,MED0116,159,AVAILABLE,2026-08-18 18:59:03
INV003758,PH0070,MED0191,180,AVAILABLE,2026-08-18 21:59:57
INV003759,PH0070,MED0209,78,AVAILABLE,2026-08-18 19:47:20
INV003760,PH0070,MED0118,68,AVAILABLE,2026-08-18 22:33:26
INV003761,PH0070,MED0056,181,AVAILABLE,2026-08-18 17:51:05
INV003762,PH0070,MED0508,203,AVAILABLE,2026-08-18 20:43:53
INV003763,PH0070,MED0510,8,LOW_STOCK,2026-08-18 21:24:30
INV003764,PH0070,MED0055,386,AVAILABLE,2026-08-18 17:18:37
INV003765,PH0070,MED0063,95,AVAILABLE,2026-08-18 17:51:32
INV003766,PH0070,MED0353,13,LOW_STOCK,2026-08-18 22:06:09
INV003767,PH0070,MED0008,61,AVAILABLE,2026-08-18 19:22:08
INV003768,PH0070,MED0041,0,OUT_OF_STOCK,2026-08-18 17:10:39
INV003769,PH0070,MED0291,149,AVAILABLE,2026-08-18 22:11:38
INV003770,PH0070,MED0060,245,AVAILABLE,2026-08-18 18:20:54
INV003771,PH0070,MED0330,1,LOW_STOCK,2026-08-18 21:16:54
INV003772,PH0070,MED0369,394,AVAILABLE,2026-08-18 21:57:36
INV003773,PH0070,MED0413,19,LOW_STOCK,2026-08-18 18:38:23
INV003774,PH0070,MED0516,381,AVAILABLE,2026-08-18 17:41:16
INV003775,PH0070,MED0076,222,AVAILABLE,2026-08-18 17:41:15
INV003776,PH0070,MED0365,296,AVAILABLE,2026-08-18 18:56:33
INV003777,PH0070,MED0021,5,LOW_STOCK,2026-08-18 22:41:50
INV003778,PH0070,MED0075,193,AVAILABLE,2026-08-18 22:04:35
INV003779,PH0070,MED0453,372,AVAILABLE,2026-08-18 22:50:13
INV003780,PH0070,MED0517,131,AVAILABLE,2026-08-18 18:57:13
INV003781,PH0070,MED0156,209,AVAILABLE,2026-08-18 18:01:14
INV003782,PH0070,MED0173,364,AVAILABLE,2026-08-18 18:15:40
INV003783,PH0070,MED0019,16,LOW_STOCK,2026-08-18 17:20:53
INV003784,PH0070,MED0426,256,AVAILABLE,2026-08-18 18:19:17
INV003785,PH0070,MED0307,161,AVAILABLE,2026-08-18 22:03:01
INV003786,PH0070,MED0359,53,AVAILABLE,2026-08-18 20:31:34
INV003787,PH0070,MED0441,19,LOW_STOCK,2026-08-18 19:07:19
INV003788,PH0071,MED0437,268,AVAILABLE,2026-08-18 19:05:57
INV003789,PH0071,MED0044,390,AVAILABLE,2026-08-18 19:22:00
INV003790,PH0071,MED0021,0,OUT_OF_STOCK,2026-08-18 21:46:56
INV003791,PH0071,MED0188,132,AVAILABLE,2026-08-18 21:45:16
INV003792,PH0071,MED0402,302,AVAILABLE,2026-08-19 00:04:19
INV003793,PH0071,MED0124,315,AVAILABLE,2026-08-18 23:56:36
INV003794,PH0071,MED0423,118,AVAILABLE,2026-08-18 19:15:58
INV003795,PH0071,MED0005,255,AVAILABLE,2026-08-18 21:47:31
INV003796,PH0071,MED0329,30,AVAILABLE,2026-08-18 22:13:08
INV003797,PH0071,MED0104,9,LOW_STOCK,2026-08-19 00:00:14
INV003798,PH0071,MED0260,200,AVAILABLE,2026-08-18 19:39:54
INV003799,PH0071,MED0138,353,AVAILABLE,2026-08-18 23:42:06
INV003800,PH0071,MED0047,328,AVAILABLE,2026-08-18 22:53:04
INV003801,PH0071,MED0261,61,AVAILABLE,2026-08-18 20:44:05
INV003802,PH0071,MED0057,323,AVAILABLE,2026-08-18 23:57:54
INV003803,PH0071,MED0453,117,AVAILABLE,2026-08-18 23:10:31
INV003804,PH0071,MED0028,259,AVAILABLE,2026-08-18 20:46:05
INV003805,PH0071,MED0389,260,AVAILABLE,2026-08-18 19:11:14
INV003806,PH0071,MED0070,0,OUT_OF_STOCK,2026-08-18 22:12:39
INV003807,PH0071,MED0323,305,AVAILABLE,2026-08-18 21:46:41
INV003808,PH0071,MED0238,172,AVAILABLE,2026-08-18 21:41:23
INV003809,PH0071,MED0129,332,AVAILABLE,2026-08-18 21:24:57
INV003810,PH0071,MED0190,0,OUT_OF_STOCK,2026-08-18 23:00:31
INV003811,PH0071,MED0267,233,AVAILABLE,2026-08-18 20:51:42
INV003812,PH0071,MED0358,56,AVAILABLE,2026-08-18 23:39:42
INV003813,PH0071,MED0320,19,LOW_STOCK,2026-08-18 22:56:14
INV003814,PH0071,MED0183,151,AVAILABLE,2026-08-18 21:46:23
INV003815,PH0071,MED0142,162,AVAILABLE,2026-08-18 20:35:53
INV003816,PH0071,MED0125,209,AVAILABLE,2026-08-18 21:35:29
INV003817,PH0071,MED0226,120,AVAILABLE,2026-08-18 20:11:05
INV003818,PH0071,MED0168,382,AVAILABLE,2026-08-19 00:52:49
INV003819,PH0071,MED0115,54,AVAILABLE,2026-08-18 22:58:53
INV003820,PH0071,MED0069,231,AVAILABLE,2026-08-18 23:50:19
INV003821,PH0071,MED0302,76,AVAILABLE,2026-08-18 19:33:48
INV003822,PH0071,MED0026,70,AVAILABLE,2026-08-19 00:55:56
INV003823,PH0071,MED0031,178,AVAILABLE,2026-08-18 23:01:55
INV003824,PH0071,MED0507,239,AVAILABLE,2026-08-18 23:42:41
INV003825,PH0071,MED0121,395,AVAILABLE,2026-08-18 21:27:19
INV003826,PH0071,MED0029,0,OUT_OF_STOCK,2026-08-19 00:54:18
INV003827,PH0071,MED0382,141,AVAILABLE,2026-08-18 22:06:28
INV003828,PH0071,MED0332,0,OUT_OF_STOCK,2026-08-18 23:39:51
INV003829,PH0071,MED0152,379,AVAILABLE,2026-08-18 22:09:59
INV003830,PH0071,MED0122,258,AVAILABLE,2026-08-18 19:52:39
INV003831,PH0071,MED0330,7,LOW_STOCK,2026-08-18 19:47:11
INV003832,PH0071,MED0272,108,AVAILABLE,2026-08-18 23:47:20
INV003833,PH0071,MED0176,0,OUT_OF_STOCK,2026-08-18 21:59:31
INV003834,PH0071,MED0512,289,AVAILABLE,2026-08-18 20:11:30
INV003835,PH0071,MED0284,8,LOW_STOCK,2026-08-18 22:58:04
INV003836,PH0071,MED0213,365,AVAILABLE,2026-08-18 22:25:44
INV003837,PH0071,MED0234,5,LOW_STOCK,2026-08-18 19:21:44
INV003838,PH0071,MED0408,102,AVAILABLE,2026-08-18 22:26:25
INV003839,PH0071,MED0023,317,AVAILABLE,2026-08-18 22:32:56
INV003840,PH0071,MED0407,274,AVAILABLE,2026-08-18 19:44:27
INV003841,PH0071,MED0411,64,AVAILABLE,2026-08-18 23:15:10
INV003842,PH0072,MED0065,125,AVAILABLE,2026-08-18 18:12:33
INV003843,PH0072,MED0506,18,LOW_STOCK,2026-08-18 16:37:03
INV003844,PH0072,MED0329,143,AVAILABLE,2026-08-18 19:19:04
INV003845,PH0072,MED0027,191,AVAILABLE,2026-08-18 14:57:07
INV003846,PH0072,MED0442,152,AVAILABLE,2026-08-18 15:36:03
INV003847,PH0072,MED0234,140,AVAILABLE,2026-08-18 14:45:23
INV003848,PH0072,MED0053,280,AVAILABLE,2026-08-18 14:50:01
INV003849,PH0072,MED0323,233,AVAILABLE,2026-08-18 17:51:13
INV003850,PH0072,MED0057,2,LOW_STOCK,2026-08-18 14:08:04
INV003851,PH0072,MED0028,276,AVAILABLE,2026-08-18 18:43:20
INV003852,PH0072,MED0085,149,AVAILABLE,2026-08-18 19:29:54
INV003853,PH0072,MED0112,43,AVAILABLE,2026-08-18 18:49:57
INV003854,PH0072,MED0355,236,AVAILABLE,2026-08-18 19:15:53
INV003855,PH0072,MED0463,260,AVAILABLE,2026-08-18 16:26:35
INV003856,PH0072,MED0298,343,AVAILABLE,2026-08-18 18:29:29
INV003857,PH0072,MED0219,0,OUT_OF_STOCK,2026-08-18 16:00:04
INV003858,PH0072,MED0264,25,AVAILABLE,2026-08-18 18:22:59
INV003859,PH0072,MED0213,30,AVAILABLE,2026-08-18 17:57:36
INV003860,PH0072,MED0016,360,AVAILABLE,2026-08-18 16:40:02
INV003861,PH0072,MED0491,124,AVAILABLE,2026-08-18 17:48:00
INV003862,PH0072,MED0225,42,AVAILABLE,2026-08-18 17:10:21
INV003863,PH0072,MED0202,43,AVAILABLE,2026-08-18 14:48:43
INV003864,PH0072,MED0456,222,AVAILABLE,2026-08-18 19:37:45
INV003865,PH0072,MED0104,169,AVAILABLE,2026-08-18 18:58:39
INV003866,PH0072,MED0405,192,AVAILABLE,2026-08-18 17:26:33
INV003867,PH0072,MED0512,10,LOW_STOCK,2026-08-18 18:50:30
INV003868,PH0072,MED0076,95,AVAILABLE,2026-08-18 15:31:58
INV003869,PH0072,MED0207,138,AVAILABLE,2026-08-18 16:03:36
INV003870,PH0072,MED0185,374,AVAILABLE,2026-08-18 16:51:19
INV003871,PH0072,MED0381,3,LOW_STOCK,2026-08-18 15:22:34
INV003872,PH0072,MED0217,327,AVAILABLE,2026-08-18 14:17:36
INV003873,PH0072,MED0156,318,AVAILABLE,2026-08-18 16:18:53
INV003874,PH0072,MED0272,252,AVAILABLE,2026-08-18 16:41:39
INV003875,PH0072,MED0248,244,AVAILABLE,2026-08-18 14:08:01
INV003876,PH0072,MED0299,0,OUT_OF_STOCK,2026-08-18 16:45:30
INV003877,PH0072,MED0314,85,AVAILABLE,2026-08-18 14:54:06
INV003878,PH0072,MED0199,0,OUT_OF_STOCK,2026-08-18 13:48:54
INV003879,PH0072,MED0106,253,AVAILABLE,2026-08-18 15:46:53
INV003880,PH0072,MED0308,41,AVAILABLE,2026-08-18 17:58:27
INV003881,PH0072,MED0091,39,AVAILABLE,2026-08-18 17:59:28
INV003882,PH0073,MED0269,149,AVAILABLE,2026-08-16 17:51:15
INV003883,PH0073,MED0469,0,OUT_OF_STOCK,2026-08-16 16:42:36
INV003884,PH0073,MED0344,15,LOW_STOCK,2026-08-16 14:47:56
INV003885,PH0073,MED0087,78,AVAILABLE,2026-08-16 16:32:15
INV003886,PH0073,MED0289,0,OUT_OF_STOCK,2026-08-16 13:59:52
INV003887,PH0073,MED0303,226,AVAILABLE,2026-08-16 15:05:44
INV003888,PH0073,MED0180,0,OUT_OF_STOCK,2026-08-16 16:00:38
INV003889,PH0073,MED0140,198,AVAILABLE,2026-08-16 14:30:38
INV003890,PH0073,MED0015,281,AVAILABLE,2026-08-16 17:46:48
INV003891,PH0073,MED0238,311,AVAILABLE,2026-08-16 19:07:57
INV003892,PH0073,MED0360,8,LOW_STOCK,2026-08-16 15:47:55
INV003893,PH0073,MED0273,36,AVAILABLE,2026-08-16 17:35:55
INV003894,PH0073,MED0155,176,AVAILABLE,2026-08-16 16:09:47
INV003895,PH0073,MED0105,318,AVAILABLE,2026-08-16 18:40:21
INV003896,PH0073,MED0056,308,AVAILABLE,2026-08-16 17:52:18
INV003897,PH0073,MED0061,230,AVAILABLE,2026-08-16 18:24:05
INV003898,PH0073,MED0281,235,AVAILABLE,2026-08-16 14:23:25
INV003899,PH0073,MED0161,47,AVAILABLE,2026-08-16 15:20:08
INV003900,PH0073,MED0012,0,OUT_OF_STOCK,2026-08-16 17:38:17
INV003901,PH0073,MED0160,356,AVAILABLE,2026-08-16 18:05:39
INV003902,PH0073,MED0410,197,AVAILABLE,2026-08-16 17:36:52
INV003903,PH0073,MED0123,388,AVAILABLE,2026-08-16 17:44:57
INV003904,PH0073,MED0127,183,AVAILABLE,2026-08-16 18:10:01
INV003905,PH0073,MED0309,15,LOW_STOCK,2026-08-16 15:12:56
INV003906,PH0073,MED0405,14,LOW_STOCK,2026-08-16 17:01:57
INV003907,PH0073,MED0005,277,AVAILABLE,2026-08-16 14:31:18
INV003908,PH0073,MED0020,320,AVAILABLE,2026-08-16 14:12:22
INV003909,PH0073,MED0054,386,AVAILABLE,2026-08-16 14:23:02
INV003910,PH0073,MED0499,74,AVAILABLE,2026-08-16 15:11:42
INV003911,PH0073,MED0220,39,AVAILABLE,2026-08-16 17:02:08
INV003912,PH0073,MED0138,361,AVAILABLE,2026-08-16 19:42:50
INV003913,PH0073,MED0255,336,AVAILABLE,2026-08-16 17:54:24
INV003914,PH0073,MED0380,0,OUT_OF_STOCK,2026-08-16 19:01:12
INV003915,PH0073,MED0234,226,AVAILABLE,2026-08-16 19:08:05
INV003916,PH0073,MED0133,18,LOW_STOCK,2026-08-16 15:36:42
INV003917,PH0073,MED0212,0,OUT_OF_STOCK,2026-08-16 14:06:47
INV003918,PH0073,MED0213,375,AVAILABLE,2026-08-16 13:51:19
INV003919,PH0073,MED0486,229,AVAILABLE,2026-08-16 16:52:04
INV003920,PH0073,MED0199,0,OUT_OF_STOCK,2026-08-16 18:07:42
INV003921,PH0073,MED0085,0,OUT_OF_STOCK,2026-08-16 18:00:53
INV003922,PH0073,MED0454,274,AVAILABLE,2026-08-16 19:24:47
INV003923,PH0073,MED0202,300,AVAILABLE,2026-08-16 17:16:56
INV003924,PH0073,MED0516,28,AVAILABLE,2026-08-16 13:53:27
INV003925,PH0073,MED0116,1,LOW_STOCK,2026-08-16 18:22:59
INV003926,PH0073,MED0152,257,AVAILABLE,2026-08-16 15:06:34
INV003927,PH0073,MED0113,357,AVAILABLE,2026-08-16 18:00:22
INV003928,PH0073,MED0143,0,OUT_OF_STOCK,2026-08-16 18:18:11
INV003929,PH0073,MED0097,212,AVAILABLE,2026-08-16 15:48:44
INV003930,PH0073,MED0084,309,AVAILABLE,2026-08-16 13:49:03
INV003931,PH0073,MED0282,9,LOW_STOCK,2026-08-16 16:09:52
INV003932,PH0073,MED0183,50,AVAILABLE,2026-08-16 15:14:25
INV003933,PH0074,MED0202,49,AVAILABLE,2026-08-21 04:01:56
INV003934,PH0074,MED0077,282,AVAILABLE,2026-08-20 23:42:04
INV003935,PH0074,MED0220,246,AVAILABLE,2026-08-21 01:51:03
INV003936,PH0074,MED0029,276,AVAILABLE,2026-08-20 23:59:45
INV003937,PH0074,MED0451,153,AVAILABLE,2026-08-21 03:10:23
INV003938,PH0074,MED0263,165,AVAILABLE,2026-08-21 02:47:39
INV003939,PH0074,MED0166,290,AVAILABLE,2026-08-21 04:52:10
INV003940,PH0074,MED0266,368,AVAILABLE,2026-08-21 04:26:49
INV003941,PH0074,MED0179,238,AVAILABLE,2026-08-21 00:59:24
INV003942,PH0074,MED0146,89,AVAILABLE,2026-08-21 04:06:43
INV003943,PH0074,MED0019,202,AVAILABLE,2026-08-21 01:27:39
INV003944,PH0074,MED0173,0,OUT_OF_STOCK,2026-08-21 00:52:26
INV003945,PH0074,MED0005,208,AVAILABLE,2026-08-21 02:01:43
INV003946,PH0074,MED0042,1,LOW_STOCK,2026-08-21 04:07:21
INV003947,PH0074,MED0248,255,AVAILABLE,2026-08-21 03:58:19
INV003948,PH0074,MED0218,99,AVAILABLE,2026-08-21 03:28:20
INV003949,PH0074,MED0332,369,AVAILABLE,2026-08-21 02:46:58
INV003950,PH0074,MED0105,372,AVAILABLE,2026-08-21 03:36:47
INV003951,PH0074,MED0142,181,AVAILABLE,2026-08-21 05:02:54
INV003952,PH0074,MED0131,99,AVAILABLE,2026-08-21 04:21:50
INV003953,PH0074,MED0246,192,AVAILABLE,2026-08-21 04:02:59
INV003954,PH0074,MED0434,78,AVAILABLE,2026-08-21 02:02:44
INV003955,PH0074,MED0430,0,OUT_OF_STOCK,2026-08-21 04:46:18
INV003956,PH0074,MED0381,270,AVAILABLE,2026-08-21 04:58:55
INV003957,PH0074,MED0295,352,AVAILABLE,2026-08-21 02:05:54
INV003958,PH0074,MED0160,36,AVAILABLE,2026-08-21 03:26:02
INV003959,PH0074,MED0126,58,AVAILABLE,2026-08-20 23:43:49
INV003960,PH0074,MED0320,103,AVAILABLE,2026-08-21 01:42:59
INV003961,PH0074,MED0114,244,AVAILABLE,2026-08-21 01:40:22
INV003962,PH0074,MED0502,12,LOW_STOCK,2026-08-21 00:41:56
INV003963,PH0074,MED0374,362,AVAILABLE,2026-08-21 04:46:49
INV003964,PH0074,MED0449,81,AVAILABLE,2026-08-21 04:51:17
INV003965,PH0074,MED0486,370,AVAILABLE,2026-08-21 03:43:15
INV003966,PH0074,MED0098,312,AVAILABLE,2026-08-21 01:18:15
INV003967,PH0074,MED0351,396,AVAILABLE,2026-08-21 04:44:48
INV003968,PH0074,MED0397,63,AVAILABLE,2026-08-21 02:23:35
INV003969,PH0074,MED0401,188,AVAILABLE,2026-08-21 03:42:33
INV003970,PH0074,MED0138,182,AVAILABLE,2026-08-21 02:23:06
INV003971,PH0074,MED0046,291,AVAILABLE,2026-08-21 04:50:00
INV003972,PH0074,MED0289,208,AVAILABLE,2026-08-21 05:14:12
INV003973,PH0074,MED0113,333,AVAILABLE,2026-08-21 02:06:49
INV003974,PH0074,MED0291,0,OUT_OF_STOCK,2026-08-21 05:24:30
INV003975,PH0074,MED0427,88,AVAILABLE,2026-08-21 04:25:40
INV003976,PH0074,MED0487,323,AVAILABLE,2026-08-21 04:13:01
INV003977,PH0074,MED0116,48,AVAILABLE,2026-08-21 01:26:05
INV003978,PH0074,MED0273,397,AVAILABLE,2026-08-20 23:59:57
INV003979,PH0074,MED0128,350,AVAILABLE,2026-08-21 04:34:06
INV003980,PH0074,MED0271,192,AVAILABLE,2026-08-21 05:25:43
INV003981,PH0074,MED0122,181,AVAILABLE,2026-08-21 05:19:24
INV003982,PH0074,MED0194,360,AVAILABLE,2026-08-21 02:32:45
INV003983,PH0074,MED0008,342,AVAILABLE,2026-08-21 00:40:09
INV003984,PH0074,MED0378,204,AVAILABLE,2026-08-21 04:02:29
INV003985,PH0074,MED0428,170,AVAILABLE,2026-08-21 00:07:28
INV003986,PH0074,MED0348,163,AVAILABLE,2026-08-21 01:22:28
INV003987,PH0074,MED0067,270,AVAILABLE,2026-08-21 02:42:08
INV003988,PH0075,MED0285,160,AVAILABLE,2026-08-20 13:25:45
INV003989,PH0075,MED0235,320,AVAILABLE,2026-08-20 15:21:01
INV003990,PH0075,MED0049,164,AVAILABLE,2026-08-20 11:58:54
INV003991,PH0075,MED0360,24,AVAILABLE,2026-08-20 14:30:10
INV003992,PH0075,MED0096,281,AVAILABLE,2026-08-20 11:16:43
INV003993,PH0075,MED0272,299,AVAILABLE,2026-08-20 14:12:57
INV003994,PH0075,MED0415,363,AVAILABLE,2026-08-20 14:04:38
INV003995,PH0075,MED0309,126,AVAILABLE,2026-08-20 13:50:28
INV003996,PH0075,MED0451,307,AVAILABLE,2026-08-20 14:42:44
INV003997,PH0075,MED0278,168,AVAILABLE,2026-08-20 12:54:10
INV003998,PH0075,MED0480,318,AVAILABLE,2026-08-20 16:13:05
INV003999,PH0075,MED0039,150,AVAILABLE,2026-08-20 16:40:33
INV004000,PH0075,MED0061,204,AVAILABLE,2026-08-20 15:18:09
INV004001,PH0075,MED0499,14,LOW_STOCK,2026-08-20 16:33:39
INV004002,PH0075,MED0519,50,AVAILABLE,2026-08-20 13:22:52
INV004003,PH0075,MED0379,8,LOW_STOCK,2026-08-20 15:58:27
INV004004,PH0075,MED0211,0,OUT_OF_STOCK,2026-08-20 16:38:08
INV004005,PH0075,MED0024,223,AVAILABLE,2026-08-20 11:06:32
INV004006,PH0075,MED0068,73,AVAILABLE,2026-08-20 12:34:56
INV004007,PH0075,MED0438,83,AVAILABLE,2026-08-20 12:42:30
INV004008,PH0075,MED0380,131,AVAILABLE,2026-08-20 16:01:55
INV004009,PH0075,MED0227,138,AVAILABLE,2026-08-20 12:19:30
INV004010,PH0075,MED0137,10,LOW_STOCK,2026-08-20 15:20:35
INV004011,PH0075,MED0435,280,AVAILABLE,2026-08-20 11:12:56
INV004012,PH0075,MED0159,156,AVAILABLE,2026-08-20 11:11:42
INV004013,PH0075,MED0129,313,AVAILABLE,2026-08-20 14:40:38
INV004014,PH0075,MED0351,144,AVAILABLE,2026-08-20 14:15:28
