history_id,pharmacy_id,medicine_id,quantity,recorded_at
HIST008696,PH0052,MED0286,106,2025-12-25 14:00:00
HIST008697,PH0052,MED0286,105,2026-01-24 14:00:00
HIST008698,PH0052,MED0286,94,2026-02-23 14:00:00
HIST008699,PH0052,MED0286,92,2026-03-25 14:00:00
HIST008700,PH0052,MED0286,103,2026-04-27 14:00:00
HIST008701,PH0052,MED0286,91,2026-05-23 14:00:00
HIST008702,PH0052,MED0286,94,2026-06-26 14:00:00
HIST008703,PH0052,MED0286,97,2026-07-26 14:00:00
HIST008704,PH0052,MED0257,0,2025-11-24 14:00:00
HIST008705,PH0052,MED0257,0,2025-12-28 14:00:00
HIST008706,PH0052,MED0257,6,2026-01-27 14:00:00
HIST008707,PH0052,MED0257,8,2026-02-22 14:00:00
HIST008708,PH0052,MED0257,0,2026-03-28 14:00:00
HIST008709,PH0052,MED0257,10,2026-04-27 14:00:00
HIST008710,PH0052,MED0257,197,2026-05-23 14:00:00
HIST008711,PH0052,MED0257,5,2026-06-25 14:00:00
HIST008712,PH0052,MED0257,0,2026-07-26 14:00:00
HIST008713,PH0052,MED0458,235,2025-11-28 14:00:00
HIST008714,PH0052,MED0458,219,2025-12-27 14:00:00
HIST008715,PH0052,MED0458,243,2026-01-27 14:00:00
HIST008716,PH0052,MED0458,234,2026-02-24 14:00:00
HIST008717,PH0052,MED0458,220,2026-03-27 14:00:00
HIST008718,PH0052,MED0458,242,2026-04-24 14:00:00
HIST008719,PH0052,MED0458,207,2026-05-26 14:00:00
HIST008720,PH0052,MED0458,238,2026-06-25 14:00:00
HIST008721,PH0052,MED0458,204,2026-07-23 14:00:00
HIST008722,PH0052,MED0103,90,2025-11-27 14:00:00
HIST008723,PH0052,MED0103,92,2025-12-24 14:00:00
HIST008724,PH0052,MED0103,87,2026-01-23 14:00:00
HIST008725,PH0052,MED0103,91,2026-02-26 14:00:00
HIST008726,PH0052,MED0103,85,2026-03-27 14:00:00
HIST008727,PH0052,MED0103,88,2026-04-27 14:00:00
HIST008728,PH0052,MED0103,85,2026-05-24 14:00:00
HIST008729,PH0052,MED0103,96,2026-06-25 14:00:00
HIST008730,PH0052,MED0103,92,2026-07-23 14:00:00
HIST008731,PH0052,MED0218,206,2025-11-25 14:00:00
HIST008732,PH0052,MED0218,241,2025-12-24 14:00:00
HIST008733,PH0052,MED0218,214,2026-01-25 14:00:00
HIST008734,PH0052,MED0218,210,2026-02-26 14:00:00
HIST008735,PH0052,MED0218,219,2026-03-28 14:00:00
HIST008736,PH0052,MED0218,216,2026-04-25 14:00:00
HIST008737,PH0052,MED0218,215,2026-05-25 14:00:00
HIST008738,PH0052,MED0218,207,2026-06-23 14:00:00
HIST008739,PH0052,MED0218,242,2026-07-23 14:00:00
HIST008740,PH0053,MED0144,101,2025-11-27 14:00:00
HIST008741,PH0053,MED0144,116,2025-12-27 14:00:00
HIST008742,PH0053,MED0144,129,2026-01-24 14:00:00
HIST008743,PH0053,MED0144,120,2026-02-23 14:00:00
HIST008744,PH0053,MED0144,224,2026-03-24 14:00:00
HIST008745,PH0053,MED0144,180,2026-04-26 14:00:00
HIST008746,PH0053,MED0144,241,2026-05-27 14:00:00
HIST008747,PH0053,MED0144,223,2026-06-25 14:00:00
HIST008748,PH0053,MED0144,241,2026-07-25 14:00:00
HIST008749,PH0053,MED0199,84,2025-11-26 14:00:00
HIST008750,PH0053,MED0199,73,2025-12-24 14:00:00
HIST008751,PH0053,MED0199,58,2026-01-26 14:00:00
HIST008752,PH0053,MED0199,49,2026-02-22 14:00:00
HIST008753,PH0053,MED0199,41,2026-03-28 14:00:00
HIST008754,PH0053,MED0199,33,2026-04-25 14:00:00
HIST008755,PH0053,MED0199,23,2026-05-24 14:00:00
HIST008756,PH0053,MED0199,14,2026-06-22 14:00:00
HIST008757,PH0053,MED0199,11,2026-07-25 14:00:00
HIST008758,PH0053,MED0457,120,2025-11-27 14:00:00
HIST008759,PH0053,MED0457,123,2025-12-25 14:00:00
HIST008760,PH0053,MED0457,120,2026-01-25 14:00:00
HIST008761,PH0053,MED0457,140,2026-02-25 14:00:00
HIST008762,PH0053,MED0457,140,2026-03-25 14:00:00
HIST008763,PH0053,MED0457,128,2026-04-24 14:00:00
HIST008764,PH0053,MED0457,144,2026-05-27 14:00:00
HIST008765,PH0053,MED0457,140,2026-06-26 14:00:00
HIST008766,PH0053,MED0457,133,2026-07-25 14:00:00
HIST008767,PH0053,MED0153,103,2025-11-24 14:00:00
HIST008768,PH0053,MED0153,146,2025-12-25 14:00:00
HIST008769,PH0053,MED0153,194,2026-01-26 14:00:00
HIST008770,PH0053,MED0153,0,2026-02-26 14:00:00
HIST008771,PH0053,MED0153,14,2026-03-27 14:00:00
HIST008772,PH0053,MED0153,186,2026-04-23 14:00:00
HIST008773,PH0053,MED0153,60,2026-05-25 14:00:00
HIST008774,PH0053,MED0153,0,2026-06-23 14:00:00
HIST008775,PH0053,MED0153,0,2026-07-23 14:00:00
HIST008776,PH0053,MED0082,213,2025-11-24 14:00:00
HIST008777,PH0053,MED0082,218,2025-12-27 14:00:00
HIST008778,PH0053,MED0082,206,2026-01-23 14:00:00
HIST008779,PH0053,MED0082,212,2026-02-25 14:00:00
HIST008780,PH0053,MED0082,191,2026-03-27 14:00:00
HIST008781,PH0053,MED0082,201,2026-04-26 14:00:00
HIST008782,PH0053,MED0082,221,2026-05-25 14:00:00
HIST008783,PH0053,MED0082,188,2026-06-26 14:00:00
HIST008784,PH0053,MED0082,188,2026-07-24 14:00:00
HIST008785,PH0053,MED0323,201,2025-11-24 14:00:00
HIST008786,PH0053,MED0323,144,2025-12-26 14:00:00
HIST008787,PH0053,MED0323,127,2026-01-25 14:00:00
HIST008788,PH0053,MED0323,91,2026-02-23 14:00:00
HIST008789,PH0053,MED0323,72,2026-03-27 14:00:00
HIST008790,PH0053,MED0323,58,2026-04-24 14:00:00
HIST008791,PH0053,MED0323,45,2026-05-25 14:00:00
HIST008792,PH0053,MED0323,36,2026-06-26 14:00:00
HIST008793,PH0053,MED0323,25,2026-07-24 14:00:00
HIST008794,PH0053,MED0038,96,2025-11-27 14:00:00
HIST008795,PH0053,MED0038,104,2025-12-24 14:00:00
HIST008796,PH0053,MED0038,98,2026-01-24 14:00:00
HIST008797,PH0053,MED0038,95,2026-02-26 14:00:00
HIST008798,PH0053,MED0038,99,2026-03-25 14:00:00
HIST008799,PH0053,MED0038,98,2026-04-27 14:00:00
HIST008800,PH0053,MED0038,97,2026-05-23 14:00:00
HIST008801,PH0053,MED0038,89,2026-06-26 14:00:00
HIST008802,PH0053,MED0038,93,2026-07-26 14:00:00
HIST008803,PH0053,MED0415,106,2025-11-24 14:00:00
HIST008804,PH0053,MED0415,119,2025-12-24 14:00:00
HIST008805,PH0053,MED0415,115,2026-01-24 14:00:00
HIST008806,PH0053,MED0415,101,2026-02-25 14:00:00
HIST008807,PH0053,MED0415,112,2026-03-24 14:00:00
HIST008808,PH0053,MED0415,115,2026-04-23 14:00:00
HIST008809,PH0053,MED0415,115,2026-05-27 14:00:00
HIST008810,PH0053,MED0415,110,2026-06-25 14:00:00
HIST008811,PH0053,MED0415,114,2026-07-25 14:00:00
HIST008812,PH0053,MED0414,133,2025-11-27 14:00:00
HIST008813,PH0053,MED0414,128,2025-12-27 14:00:00
HIST008814,PH0053,MED0414,133,2026-01-24 14:00:00
HIST008815,PH0053,MED0414,149,2026-02-24 14:00:00
HIST008816,PH0053,MED0414,133,2026-03-25 14:00:00
HIST008817,PH0053,MED0414,142,2026-04-26 14:00:00
HIST008818,PH0053,MED0414,127,2026-05-26 14:00:00
HIST008819,PH0053,MED0414,129,2026-06-22 14:00:00
HIST008820,PH0053,MED0414,144,2026-07-23 14:00:00
HIST008821,PH0053,MED0258,104,2025-11-27 14:00:00
HIST008822,PH0053,MED0258,95,2025-12-26 14:00:00
HIST008823,PH0053,MED0258,110,2026-01-23 14:00:00
HIST008824,PH0053,MED0258,92,2026-02-25 14:00:00
HIST008825,PH0053,MED0258,93,2026-03-27 14:00:00
HIST008826,PH0053,MED0258,98,2026-04-26 14:00:00
HIST008827,PH0053,MED0258,100,2026-05-25 14:00:00
HIST008828,PH0053,MED0258,101,2026-06-24 14:00:00
HIST008829,PH0053,MED0258,103,2026-07-22 14:00:00
HIST008830,PH0053,MED0369,67,2025-11-25 14:00:00
HIST008831,PH0053,MED0369,49,2025-12-27 14:00:00
HIST008832,PH0053,MED0369,37,2026-01-24 14:00:00
HIST008833,PH0053,MED0369,30,2026-02-23 14:00:00
HIST008834,PH0053,MED0369,25,2026-03-25 14:00:00
HIST008835,PH0053,MED0369,15,2026-04-26 14:00:00
HIST008836,PH0053,MED0369,9,2026-05-23 14:00:00
HIST008837,PH0053,MED0369,7,2026-06-22 14:00:00
HIST008838,PH0053,MED0369,1,2026-07-25 14:00:00
HIST008839,PH0053,MED0518,226,2025-11-24 14:00:00
HIST008840,PH0053,MED0518,221,2025-12-27 14:00:00
HIST008841,PH0053,MED0518,204,2026-01-24 14:00:00
HIST008842,PH0053,MED0518,206,2026-02-23 14:00:00
HIST008843,PH0053,MED0518,200,2026-03-24 14:00:00
HIST008844,PH0053,MED0518,195,2026-04-25 14:00:00
HIST008845,PH0053,MED0518,216,2026-05-24 14:00:00
HIST008846,PH0053,MED0518,226,2026-06-22 14:00:00
HIST008847,PH0053,MED0518,209,2026-07-25 14:00:00
HIST008848,PH0053,MED0189,130,2025-11-26 14:00:00
HIST008849,PH0053,MED0189,131,2025-12-27 14:00:00
HIST008850,PH0053,MED0189,114,2026-01-27 14:00:00
HIST008851,PH0053,MED0189,129,2026-02-25 14:00:00
HIST008852,PH0053,MED0189,127,2026-03-28 14:00:00
HIST008853,PH0053,MED0189,127,2026-04-25 14:00:00
HIST008854,PH0053,MED0189,121,2026-05-27 14:00:00
HIST008855,PH0053,MED0189,129,2026-06-22 14:00:00
HIST008856,PH0053,MED0189,127,2026-07-23 14:00:00
HIST008857,PH0053,MED0121,70,2025-11-24 14:00:00
HIST008858,PH0053,MED0121,64,2025-12-27 14:00:00
HIST008859,PH0053,MED0121,65,2026-01-23 14:00:00
HIST008860,PH0053,MED0121,61,2026-02-24 14:00:00
HIST008861,PH0053,MED0121,65,2026-03-28 14:00:00
HIST008862,PH0053,MED0121,64,2026-04-27 14:00:00
HIST008863,PH0053,MED0121,64,2026-05-24 14:00:00
HIST008864,PH0053,MED0121,68,2026-06-22 14:00:00
HIST008865,PH0053,MED0121,69,2026-07-25 14:00:00
HIST008866,PH0053,MED0184,202,2025-11-26 14:00:00
HIST008867,PH0053,MED0184,182,2025-12-24 14:00:00
HIST008868,PH0053,MED0184,201,2026-01-26 14:00:00
HIST008869,PH0053,MED0184,177,2026-02-24 14:00:00
HIST008870,PH0053,MED0184,188,2026-03-27 14:00:00
HIST008871,PH0053,MED0184,172,2026-04-27 14:00:00
HIST008872,PH0053,MED0184,186,2026-05-25 14:00:00
HIST008873,PH0053,MED0184,186,2026-06-22 14:00:00
HIST008874,PH0053,MED0184,171,2026-07-24 14:00:00
HIST008875,PH0053,MED0455,54,2025-11-26 14:00:00
HIST008876,PH0053,MED0455,47,2025-12-26 14:00:00
HIST008877,PH0053,MED0455,36,2026-01-23 14:00:00
HIST008878,PH0053,MED0455,25,2026-02-22 14:00:00
HIST008879,PH0053,MED0455,15,2026-03-25 14:00:00
HIST008880,PH0053,MED0455,12,2026-04-25 14:00:00
HIST008881,PH0053,MED0455,8,2026-05-27 14:00:00
HIST008882,PH0053,MED0455,2,2026-06-23 14:00:00
HIST008883,PH0053,MED0455,0,2026-07-22 14:00:00
HIST008884,PH0053,MED0148,234,2025-11-26 14:00:00
HIST008885,PH0053,MED0148,212,2025-12-26 14:00:00
HIST008886,PH0053,MED0148,0,2026-01-23 14:00:00
HIST008887,PH0053,MED0148,105,2026-02-22 14:00:00
HIST008888,PH0053,MED0148,16,2026-03-28 14:00:00
HIST008889,PH0053,MED0148,93,2026-04-23 14:00:00
HIST008890,PH0053,MED0148,17,2026-05-26 14:00:00
HIST008891,PH0053,MED0148,250,2026-06-24 14:00:00
HIST008892,PH0053,MED0148,0,2026-07-26 14:00:00
HIST008893,PH0053,MED0486,65,2025-11-28 14:00:00
HIST008894,PH0053,MED0486,63,2025-12-25 14:00:00
HIST008895,PH0053,MED0486,63,2026-01-27 14:00:00
HIST008896,PH0053,MED0486,58,2026-02-23 14:00:00
HIST008897,PH0053,MED0486,62,2026-03-26 14:00:00
HIST008898,PH0053,MED0486,57,2026-04-23 14:00:00
HIST008899,PH0053,MED0486,54,2026-05-26 14:00:00
HIST008900,PH0053,MED0486,65,2026-06-23 14:00:00
HIST008901,PH0053,MED0486,55,2026-07-26 14:00:00
HIST008902,PH0053,MED0427,63,2025-11-25 14:00:00
HIST008903,PH0053,MED0427,70,2025-12-28 14:00:00
HIST008904,PH0053,MED0427,71,2026-01-24 14:00:00
HIST008905,PH0053,MED0427,67,2026-02-23 14:00:00
HIST008906,PH0053,MED0427,60,2026-03-26 14:00:00
HIST008907,PH0053,MED0427,64,2026-04-26 14:00:00
HIST008908,PH0053,MED0427,71,2026-05-24 14:00:00
HIST008909,PH0053,MED0427,64,2026-06-22 14:00:00
HIST008910,PH0053,MED0427,64,2026-07-24 14:00:00
HIST008911,PH0053,MED0510,26,2025-11-28 14:00:00
HIST008912,PH0053,MED0510,31,2025-12-25 14:00:00
HIST008913,PH0053,MED0510,34,2026-01-25 14:00:00
HIST008914,PH0053,MED0510,27,2026-02-22 14:00:00
HIST008915,PH0053,MED0510,60,2026-03-24 14:00:00
HIST008916,PH0053,MED0510,48,2026-04-24 14:00:00
HIST008917,PH0053,MED0510,48,2026-05-25 14:00:00
HIST008918,PH0053,MED0510,63,2026-06-25 14:00:00
HIST008919,PH0053,MED0510,54,2026-07-24 14:00:00
HIST008920,PH0054,MED0138,92,2025-11-27 14:00:00
HIST008921,PH0054,MED0138,87,2025-12-27 14:00:00
HIST008922,PH0054,MED0138,86,2026-01-23 14:00:00
HIST008923,PH0054,MED0138,90,2026-02-22 14:00:00
HIST008924,PH0054,MED0138,91,2026-03-26 14:00:00
HIST008925,PH0054,MED0138,90,2026-04-24 14:00:00
HIST008926,PH0054,MED0138,83,2026-05-27 14:00:00
HIST008927,PH0054,MED0138,88,2026-06-24 14:00:00
HIST008928,PH0054,MED0138,91,2026-07-26 14:00:00
HIST008929,PH0054,MED0034,40,2025-11-26 14:00:00
HIST008930,PH0054,MED0034,34,2025-12-26 14:00:00
HIST008931,PH0054,MED0034,36,2026-01-23 14:00:00
HIST008932,PH0054,MED0034,40,2026-02-22 14:00:00
HIST008933,PH0054,MED0034,40,2026-03-28 14:00:00
HIST008934,PH0054,MED0034,39,2026-04-25 14:00:00
HIST008935,PH0054,MED0034,35,2026-05-26 14:00:00
HIST008936,PH0054,MED0034,40,2026-06-22 14:00:00
HIST008937,PH0054,MED0034,34,2026-07-25 14:00:00
HIST008938,PH0054,MED0032,62,2025-11-24 14:00:00
HIST008939,PH0054,MED0032,61,2025-12-25 14:00:00
HIST008940,PH0054,MED0032,68,2026-01-25 14:00:00
HIST008941,PH0054,MED0032,73,2026-02-25 14:00:00
HIST008942,PH0054,MED0032,66,2026-03-27 14:00:00
HIST008943,PH0054,MED0032,63,2026-04-23 14:00:00
HIST008944,PH0054,MED0032,65,2026-05-25 14:00:00
HIST008945,PH0054,MED0032,65,2026-06-26 14:00:00
HIST008946,PH0054,MED0032,70,2026-07-26 14:00:00
HIST008947,PH0054,MED0182,205,2025-11-26 14:00:00
HIST008948,PH0054,MED0182,206,2025-12-25 14:00:00
HIST008949,PH0054,MED0182,207,2026-01-25 14:00:00
HIST008950,PH0054,MED0182,174,2026-02-25 14:00:00
HIST008951,PH0054,MED0182,186,2026-03-24 14:00:00
HIST008952,PH0054,MED0182,193,2026-04-24 14:00:00
HIST008953,PH0054,MED0182,184,2026-05-25 14:00:00
HIST008954,PH0054,MED0182,207,2026-06-23 14:00:00
HIST008955,PH0054,MED0182,197,2026-07-23 14:00:00
HIST008956,PH0054,MED0171,60,2025-11-24 14:00:00
HIST008957,PH0054,MED0171,66,2025-12-28 14:00:00
HIST008958,PH0054,MED0171,62,2026-01-24 14:00:00
HIST008959,PH0054,MED0171,61,2026-02-23 14:00:00
HIST008960,PH0054,MED0171,63,2026-03-26 14:00:00
HIST008961,PH0054,MED0171,56,2026-04-26 14:00:00
HIST008962,PH0054,MED0171,56,2026-05-26 14:00:00
HIST008963,PH0054,MED0171,55,2026-06-22 14:00:00
HIST008964,PH0054,MED0171,57,2026-07-22 14:00:00
HIST008965,PH0054,MED0173,87,2025-11-24 14:00:00
HIST008966,PH0054,MED0173,84,2025-12-24 14:00:00
HIST008967,PH0054,MED0173,89,2026-01-27 14:00:00
HIST008968,PH0054,MED0173,75,2026-02-25 14:00:00
HIST008969,PH0054,MED0173,82,2026-03-27 14:00:00
HIST008970,PH0054,MED0173,81,2026-04-25 14:00:00
HIST008971,PH0054,MED0173,80,2026-05-23 14:00:00
HIST008972,PH0054,MED0173,80,2026-06-24 14:00:00
HIST008973,PH0054,MED0173,83,2026-07-23 14:00:00
HIST008974,PH0054,MED0513,196,2025-11-26 14:00:00
HIST008975,PH0054,MED0513,166,2025-12-28 14:00:00
HIST008976,PH0054,MED0513,194,2026-01-25 14:00:00
HIST008977,PH0054,MED0513,182,2026-02-25 14:00:00
HIST008978,PH0054,MED0513,186,2026-03-26 14:00:00
HIST008979,PH0054,MED0513,184,2026-04-23 14:00:00
HIST008980,PH0054,MED0513,185,2026-05-23 14:00:00
HIST008981,PH0054,MED0513,197,2026-06-26 14:00:00
HIST008982,PH0054,MED0513,185,2026-07-22 14:00:00
HIST008983,PH0054,MED0243,49,2025-11-26 14:00:00
HIST008984,PH0054,MED0243,54,2025-12-25 14:00:00
HIST008985,PH0054,MED0243,54,2026-01-26 14:00:00
HIST008986,PH0054,MED0243,53,2026-02-25 14:00:00
HIST008987,PH0054,MED0243,53,2026-03-25 14:00:00
HIST008988,PH0054,MED0243,53,2026-04-25 14:00:00
HIST008989,PH0054,MED0243,48,2026-05-23 14:00:00
HIST008990,PH0054,MED0243,54,2026-06-24 14:00:00
HIST008991,PH0054,MED0243,51,2026-07-22 14:00:00
HIST008992,PH0054,MED0203,104,2025-11-25 14:00:00
HIST008993,PH0054,MED0203,111,2025-12-25 14:00:00
HIST008994,PH0054,MED0203,126,2026-01-26 14:00:00
HIST008995,PH0054,MED0203,120,2026-02-25 14:00:00
HIST008996,PH0054,MED0203,117,2026-03-27 14:00:00
HIST008997,PH0054,MED0203,126,2026-04-27 14:00:00
HIST008998,PH0054,MED0203,121,2026-05-26 14:00:00
HIST008999,PH0054,MED0203,126,2026-06-25 14:00:00
HIST009000,PH0054,MED0203,106,2026-07-22 14:00:00
HIST009001,PH0054,MED0011,52,2025-11-24 14:00:00
HIST009002,PH0054,MED0011,56,2025-12-25 14:00:00
HIST009003,PH0054,MED0011,54,2026-01-27 14:00:00
HIST009004,PH0054,MED0011,49,2026-02-25 14:00:00
HIST009005,PH0054,MED0011,55,2026-03-26 14:00:00
HIST009006,PH0054,MED0011,50,2026-04-27 14:00:00
HIST009007,PH0054,MED0011,50,2026-05-23 14:00:00
HIST009008,PH0054,MED0011,47,2026-06-25 14:00:00
HIST009009,PH0054,MED0011,49,2026-07-23 14:00:00
HIST009010,PH0054,MED0106,0,2025-11-27 14:00:00
HIST009011,PH0054,MED0106,10,2025-12-24 14:00:00
HIST009012,PH0054,MED0106,0,2026-01-26 14:00:00
HIST009013,PH0054,MED0106,29,2026-02-23 14:00:00
HIST009014,PH0054,MED0106,111,2026-03-28 14:00:00
HIST009015,PH0054,MED0106,0,2026-04-25 14:00:00
HIST009016,PH0054,MED0106,0,2026-05-26 14:00:00
HIST009017,PH0054,MED0106,0,2026-06-26 14:00:00
HIST009018,PH0054,MED0106,0,2026-07-26 14:00:00
HIST009019,PH0054,MED0509,61,2025-11-24 14:00:00
HIST009020,PH0054,MED0509,55,2025-12-25 14:00:00
HIST009021,PH0054,MED0509,60,2026-01-25 14:00:00
HIST009022,PH0054,MED0509,55,2026-02-25 14:00:00
HIST009023,PH0054,MED0509,56,2026-03-24 14:00:00
HIST009024,PH0054,MED0509,54,2026-04-25 14:00:00
HIST009025,PH0054,MED0509,61,2026-05-24 14:00:00
HIST009026,PH0054,MED0509,55,2026-06-22 14:00:00
HIST009027,PH0054,MED0509,60,2026-07-22 14:00:00
HIST009028,PH0054,MED0344,170,2025-11-26 14:00:00
HIST009029,PH0054,MED0344,171,2025-12-28 14:00:00
HIST009030,PH0054,MED0344,172,2026-01-27 14:00:00
HIST009031,PH0054,MED0344,178,2026-02-23 14:00:00
HIST009032,PH0054,MED0344,200,2026-03-25 14:00:00
HIST009033,PH0054,MED0344,167,2026-04-24 14:00:00
HIST009034,PH0054,MED0344,196,2026-05-27 14:00:00
HIST009035,PH0054,MED0344,199,2026-06-23 14:00:00
HIST009036,PH0054,MED0344,176,2026-07-23 14:00:00
HIST009037,PH0054,MED0056,61,2025-11-27 14:00:00
HIST009038,PH0054,MED0056,60,2025-12-26 14:00:00
HIST009039,PH0054,MED0056,60,2026-01-24 14:00:00
HIST009040,PH0054,MED0056,58,2026-02-25 14:00:00
HIST009041,PH0054,MED0056,65,2026-03-27 14:00:00
HIST009042,PH0054,MED0056,65,2026-04-24 14:00:00
HIST009043,PH0054,MED0056,59,2026-05-23 14:00:00
HIST009044,PH0054,MED0056,65,2026-06-22 14:00:00
HIST009045,PH0054,MED0056,67,2026-07-26 14:00:00
HIST009046,PH0054,MED0054,166,2025-11-28 14:00:00
HIST009047,PH0054,MED0054,139,2025-12-28 14:00:00
HIST009048,PH0054,MED0054,121,2026-01-24 14:00:00
HIST009049,PH0054,MED0054,89,2026-02-24 14:00:00
HIST009050,PH0054,MED0054,72,2026-03-25 14:00:00
HIST009051,PH0054,MED0054,60,2026-04-26 14:00:00
HIST009052,PH0054,MED0054,43,2026-05-26 14:00:00
HIST009053,PH0054,MED0054,32,2026-06-22 14:00:00
HIST009054,PH0054,MED0054,26,2026-07-25 14:00:00
HIST009055,PH0054,MED0380,142,2025-11-25 14:00:00
HIST009056,PH0054,MED0380,130,2025-12-27 14:00:00
HIST009057,PH0054,MED0380,136,2026-01-26 14:00:00
HIST009058,PH0054,MED0380,133,2026-02-23 14:00:00
HIST009059,PH0054,MED0380,135,2026-03-27 14:00:00
HIST009060,PH0054,MED0380,131,2026-04-25 14:00:00
HIST009061,PH0054,MED0380,156,2026-05-23 14:00:00
HIST009062,PH0054,MED0380,133,2026-06-22 14:00:00
HIST009063,PH0054,MED0380,158,2026-07-26 14:00:00
HIST009064,PH0055,MED0117,91,2025-11-25 14:00:00
HIST009065,PH0055,MED0117,86,2025-12-24 14:00:00
HIST009066,PH0055,MED0117,82,2026-01-25 14:00:00
HIST009067,PH0055,MED0117,89,2026-02-23 14:00:00
HIST009068,PH0055,MED0117,83,2026-03-26 14:00:00
HIST009069,PH0055,MED0117,89,2026-04-25 14:00:00
HIST009070,PH0055,MED0117,84,2026-05-24 14:00:00
HIST009071,PH0055,MED0117,91,2026-06-24 14:00:00
HIST009072,PH0055,MED0117,90,2026-07-23 14:00:00
HIST009073,PH0055,MED0317,0,2025-11-24 14:00:00
HIST009074,PH0055,MED0317,146,2025-12-26 14:00:00
HIST009075,PH0055,MED0317,25,2026-01-27 14:00:00
HIST009076,PH0055,MED0317,0,2026-02-24 14:00:00
HIST009077,PH0055,MED0317,276,2026-03-28 14:00:00
HIST009078,PH0055,MED0317,0,2026-04-26 14:00:00
HIST009079,PH0055,MED0317,0,2026-05-23 14:00:00
HIST009080,PH0055,MED0317,0,2026-06-25 14:00:00
HIST009081,PH0055,MED0317,0,2026-07-25 14:00:00
HIST009082,PH0055,MED0445,133,2025-11-27 14:00:00
HIST009083,PH0055,MED0445,96,2025-12-24 14:00:00
HIST009084,PH0055,MED0445,76,2026-01-24 14:00:00
HIST009085,PH0055,MED0445,53,2026-02-23 14:00:00
HIST009086,PH0055,MED0445,36,2026-03-27 14:00:00
HIST009087,PH0055,MED0445,26,2026-04-24 14:00:00
HIST009088,PH0055,MED0445,20,2026-05-25 14:00:00
HIST009089,PH0055,MED0445,13,2026-06-24 14:00:00
HIST009090,PH0055,MED0445,6,2026-07-23 14:00:00
HIST009091,PH0055,MED0213,236,2025-11-26 14:00:00
HIST009092,PH0055,MED0213,209,2025-12-28 14:00:00
HIST009093,PH0055,MED0213,201,2026-01-24 14:00:00
HIST009094,PH0055,MED0213,203,2026-02-24 14:00:00
HIST009095,PH0055,MED0213,215,2026-03-27 14:00:00
HIST009096,PH0055,MED0213,228,2026-04-25 14:00:00
HIST009097,PH0055,MED0213,223,2026-05-24 14:00:00
HIST009098,PH0055,MED0213,197,2026-06-25 14:00:00
HIST009099,PH0055,MED0213,219,2026-07-24 14:00:00
HIST009100,PH0055,MED0049,174,2025-11-24 14:00:00
HIST009101,PH0055,MED0049,190,2025-12-26 14:00:00
HIST009102,PH0055,MED0049,168,2026-01-26 14:00:00
HIST009103,PH0055,MED0049,175,2026-02-22 14:00:00
HIST009104,PH0055,MED0049,182,2026-03-25 14:00:00
HIST009105,PH0055,MED0049,196,2026-04-25 14:00:00
HIST009106,PH0055,MED0049,183,2026-05-25 14:00:00
HIST009107,PH0055,MED0049,200,2026-06-24 14:00:00
HIST009108,PH0055,MED0049,167,2026-07-26 14:00:00
HIST009109,PH0055,MED0467,28,2025-11-25 14:00:00
HIST009110,PH0055,MED0467,23,2025-12-26 14:00:00
HIST009111,PH0055,MED0467,0,2026-01-24 14:00:00
HIST009112,PH0055,MED0467,0,2026-02-22 14:00:00
HIST009113,PH0055,MED0467,0,2026-03-25 14:00:00
HIST009114,PH0055,MED0467,0,2026-04-24 14:00:00
HIST009115,PH0055,MED0467,0,2026-05-23 14:00:00
HIST009116,PH0055,MED0467,0,2026-06-25 14:00:00
HIST009117,PH0055,MED0467,0,2026-07-26 14:00:00
HIST009118,PH0055,MED0234,97,2025-11-28 14:00:00
HIST009119,PH0055,MED0234,91,2025-12-25 14:00:00
HIST009120,PH0055,MED0234,90,2026-01-23 14:00:00
HIST009121,PH0055,MED0234,105,2026-02-24 14:00:00
HIST009122,PH0055,MED0234,100,2026-03-25 14:00:00
HIST009123,PH0055,MED0234,87,2026-04-23 14:00:00
HIST009124,PH0055,MED0234,104,2026-05-23 14:00:00
HIST009125,PH0055,MED0234,102,2026-06-24 14:00:00
HIST009126,PH0055,MED0234,97,2026-07-26 14:00:00
HIST009127,PH0055,MED0358,148,2025-11-24 14:00:00
HIST009128,PH0055,MED0358,122,2025-12-26 14:00:00
HIST009129,PH0055,MED0358,113,2026-01-25 14:00:00
HIST009130,PH0055,MED0358,147,2026-02-23 14:00:00
HIST009131,PH0055,MED0358,267,2026-03-28 14:00:00
HIST009132,PH0055,MED0358,243,2026-04-23 14:00:00
HIST009133,PH0055,MED0358,234,2026-05-26 14:00:00
HIST009134,PH0055,MED0358,241,2026-06-24 14:00:00
HIST009135,PH0055,MED0358,227,2026-07-22 14:00:00
HIST009136,PH0055,MED0124,131,2025-11-27 14:00:00
HIST009137,PH0055,MED0124,148,2025-12-25 14:00:00
HIST009138,PH0055,MED0124,154,2026-01-27 14:00:00
HIST009139,PH0055,MED0124,134,2026-02-25 14:00:00
HIST009140,PH0055,MED0124,143,2026-03-27 14:00:00
HIST009141,PH0055,MED0124,142,2026-04-25 14:00:00
HIST009142,PH0055,MED0124,139,2026-05-25 14:00:00
HIST009143,PH0055,MED0124,146,2026-06-24 14:00:00
HIST009144,PH0055,MED0124,152,2026-07-26 14:00:00
HIST009145,PH0055,MED0237,190,2025-11-26 14:00:00
